Parcel_ID|Municipality|Property_Address|Use_Code|Total_Rooms|Basement|Style|Bedrooms|Grade|Stories|Full_Baths|Condition|Year_Built|Half_Baths|Fireplaces|Exterior_Finish|Heating|Basement_Garage|Roof_Type|Cooling|Living_Area
0141-R-00168-0000-00|926 MT. LEBANON|216 CASTLE SHANNON BLVD|SINGLE FAMILY|5|Full Basement||2|C|2|1|Average|1929|0|0|Brick|Central Heat|0|Shingle||
0141-R-00170-0000-00|926 MT. LEBANON|218 CASTLE SHANNON BLVD|SINGLE FAMILY|5|Full Basement||2|C|2|1|Average|1929|0|0|Brick|Central Heat|0|Shingle||
0141-R-00172-0000-00|926 MT. LEBANON|220 -224 CASTLE SHANNON BLVD||||||||||||||||||
0141-R-00178-0000-00|926 MT. LEBANON|228 -230 CASTLE SHANNON BLVD|TWO FAMILY|10|Full Basement|MULTI-FAMILY|6|C+|2|2|Average|1920|0|2|Stone|Central Heat|0|Slate|Central Air|
0141-R-00181-0000-00|926 MT. LEBANON|232 -234 CASTLE SHANNON BLVD|TWO FAMILY|12|Full Basement|MULTI-FAMILY|6|C|2|2|Average|1945|0|0|Masonry & Frame|Central Heat|0|Shingle||
0141-R-00184-0000-00|926 MT. LEBANON|236 -238 CASTLE SHANNON BLVD|TWO FAMILY|11|Full Basement|MULTI-FAMILY|6|B-|2|2|Average|1928|2|0|Brick|Central Heat|2|Slate||
0141-R-00187-0000-00|926 MT. LEBANON|240 CASTLE SHANNON BLVD|SINGLE FAMILY|5|Full Basement||2|C|2|1|Average|1928|0|1|Brick|Central Heat|1|||
0141-R-00189-0000-00|926 MT. LEBANON|242 CASTLE SHANNON BLVD|SINGLE FAMILY|6|Full Basement||2|C|2|1|Average|1928|0|1|Brick|Central Heat|1|Shingle||
0141-R-00191-0000-00|926 MT. LEBANON|246 CASTLE SHANNON BLVD|TWO FAMILY|10|Full Basement|MULTI-FAMILY|4|C|2|2|Average|1928|0|2|Brick|Central Heat|2|Shingle||
0141-R-00194-0000-00|926 MT. LEBANON|248 CASTLE SHANNON BLVD|TWO FAMILY|10|Full Basement|MULTI-FAMILY|4|C|2|2|Average|1923|0|2|Brick|Central Heat|2|Shingle||
0141-R-00197-0000-00|926 MT. LEBANON|254 CASTLE SHANNON BLVD|TWO FAMILY|9|Full Basement|MULTI-FAMILY|4|C|1.8|2|Average|1920|1|1|Masonry & Frame|Central Heat|2|Shingle||
0141-R-00203-0000-00|926 MT. LEBANON|90 POPLAR DR|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|2|Average|1926|0|0|Brick|Central Heat|0|Shingle|Central Air|
0141-R-00206-0000-00|926 MT. LEBANON|94 POPLAR DR|FOUR FAMILY|12|Full Basement|MULTI-FAMILY|4|C|2|4|Average|1937|0|0|Brick|Central Heat|0|Roll||
0141-R-00210-0000-00|926 MT. LEBANON|98 POPLAR DR|TWO FAMILY|10|Full Basement|MULTI-FAMILY|6|C+|2|2|Average|1956|2|0|Brick|Central Heat|2|Shingle|Central Air|
0141-R-00212-0000-00|926 MT. LEBANON|281 PENNSYLVANIA BLVD|TWO FAMILY|6|Full Basement|MULTI-FAMILY|3|C+|2|1|Average|1948|1|0|Brick|Central Heat|2|Shingle|Central Air|
0141-R-00214-0000-00|926 MT. LEBANON|277 PENNSYLVANIA BLVD|SINGLE FAMILY|6|Full Basement||2|C|2|1|Average|1925|0|1|Brick|Central Heat|1|||
0141-R-00216-0000-00|926 MT. LEBANON|275 PENNSYLVANIA BLVD|SINGLE FAMILY|5|Full Basement||2|C|2|1|Average|1925|0|1|Brick|Central Heat|1|Slate||
0141-R-00220-0000-00|926 MT. LEBANON|269 PENNSYLVANIA BLVD|SINGLE FAMILY|5|Full Basement||2|C|2|2|Average|2008|1||Brick|Central Heat|2|Shingle|Central Air|
0141-R-00224-0000-00|926 MT. LEBANON|267 PENNSYLVANIA BLVD|SINGLE FAMILY|4|Full Basement||2|C|2|2|Average|2008|1||Brick|Central Heat|2|Shingle|Central Air|
0141-R-00226-0000-00|926 MT. LEBANON|263 PENNSYLVANIA BLVD|TWO FAMILY|7|Full Basement|MULTI-FAMILY|4|C+|2|2|Average|1966|0|0|Brick|Central Heat|4|Shingle|Central Air|
0141-R-00230-0000-00|926 MT. LEBANON|261 PENNSYLVANIA BLVD|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1927|0|1|Brick|Central Heat|1|Slate||
0141-R-00233-0000-00|926 MT. LEBANON|257 PENNSYLVANIA BLVD|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1915|0|1|Brick|Central Heat|1|Slate||
0141-R-00236-0000-00|926 MT. LEBANON|255 PENNSYLVANIA BLVD|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1915|0|1|Brick|Central Heat|1|Slate||
0141-R-00239-0000-00|926 MT. LEBANON|253 PENNSYLVANIA BLVD|SINGLE FAMILY|7|Full Basement|OLD STYLE|3|C|2|1|Average|1930|0|1|Brick|Central Heat|1|Shingle||
0141-R-00243-0000-00|926 MT. LEBANON|249 PENNSYLVANIA BLVD|TWO FAMILY|8|Full Basement|MULTI-FAMILY|2|B-|2|2|Average|1950|0|1|Brick|Central Heat|2|Shingle||
0141-R-00246-0000-00|926 MT. LEBANON|247 PENNSYLVANIA BLVD|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1925|2|1|Brick|Central Heat|1|Slate||
0141-R-00249-0000-00|926 MT. LEBANON|245 PENNSYLVANIA BLVD|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1915|0|1|Brick|Central Heat|1|Slate|Central Air|
0141-R-00252-0000-00|926 MT. LEBANON|243 PENNSYLVANIA BLVD|SINGLE FAMILY|5|Full Basement|OLD STYLE|2|C|2|1|Average|1920|0|1|Brick|Central Heat|1|Slate||
0141-R-00255-0000-00|926 MT. LEBANON|205 PENNSYLVANIA BLVD|TWO FAMILY|10|Full Basement|MULTI-FAMILY|4|C+|2|2|Average|1950|0|0|Brick|Central Heat|2|Shingle||
0141-R-00258-0000-00|926 MT. LEBANON|201 -203 PENNSYLVANIA BLVD|TWO FAMILY|10|Full Basement|MULTI-FAMILY|4|C+|2|2|Average|1950|0|1|Brick|Central Heat|2|Shingle|Central Air|
0141-R-00262-0000-00|926 MT. LEBANON|199 PENNSYLVANIA BLVD|SINGLE FAMILY|7|Full Basement|OLD STYLE|4|C|2|1|Average|1934|1|1|Brick|Central Heat|1|Slate||
0141-R-00264-0000-00|926 MT. LEBANON|197 PENNSYLVANIA BLVD|SINGLE FAMILY|7|Full Basement|COLONIAL|3|C|2|1|Average|1940|0|1|Brick|Central Heat|1|Slate||
0141-R-00270-0000-00|926 MT. LEBANON|220 PENNSYLVANIA BLVD|SINGLE FAMILY|7|Full Basement|OLD STYLE|3|C|2|1|Average|1920|0|0|Brick|Central Heat|0|Shingle||
0141-R-00273-0000-00|926 MT. LEBANON|228 PENNSYLVANIA BLVD|TWO FAMILY|8|Full Basement|MULTI-FAMILY|4|B-|2|2|Average|1930|0|0|Brick|Central Heat|0|Slate||
0141-R-00276-0000-00|926 MT. LEBANON|240 PENNSYLVANIA BLVD|SINGLE FAMILY|5|Full Basement|OLD STYLE|2|C|2|2|Average|1934|0|1|Brick|Central Heat|0|Shingle|Central Air|
0141-R-00279-0000-00|926 MT. LEBANON|236 PENNSYLVANIA BLVD|TWO FAMILY|7|Full Basement|MULTI-FAMILY|3|C|1.5|2|Average|1949|0|0|Brick|Central Heat|1|Shingle|Central Air|
0141-R-00282-0000-00|926 MT. LEBANON|244 PENNSYLVANIA BLVD|TWO FAMILY|12|Full Basement|MULTI-FAMILY|6|C-|2|2|Fair|1928|0|0|Brick|Central Heat|0|Shingle||
0141-R-00285-0000-00|926 MT. LEBANON|246 PENNSYLVANIA BLVD|SINGLE FAMILY|7|Full Basement|OLD STYLE|4|C+|2|1|Average|1916|1|0|Brick|Central Heat|0|Shingle||
0141-R-00288-0000-00|926 MT. LEBANON|250 PENNSYLVANIA BLVD|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1910|1|0|Masonry & Frame|Central Heat|0|Shingle|Central Air|
0141-R-00291-0000-00|926 MT. LEBANON|254 PENNSYLVANIA BLVD|SINGLE FAMILY|7|Full Basement|OLD STYLE|3|C|1.7|0|Average|1917|0|0|Stucco|Central Heat|0|Shingle||
0141-R-00294-0000-00|926 MT. LEBANON|256 PENNSYLVANIA BLVD|SINGLE FAMILY|6|Full Basement||2|C|2|1|Average|1920|1|0|Brick|Central Heat|0|Shingle||
0141-R-00296-0000-00|926 MT. LEBANON|258 PENNSYLVANIA BLVD|SINGLE FAMILY|6|Full Basement||2|C|2|1|Average|1920|1|0|Brick|Central Heat|1|Shingle||
0141-R-00298-0000-00|926 MT. LEBANON|260 -262 PENNSYLVANIA BLVD|TWO FAMILY|12|Full Basement|MULTI-FAMILY|6|B-|2|2|Average|1920|0|0|Brick|Central Heat|2|Shingle||
0141-R-00300-0000-00|926 MT. LEBANON|266 PENNSYLVANIA BLVD|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|1.5|1|Average|1926|0|0|Masonry & Frame|Central Heat|0|Shingle||
0141-R-00302-0000-00|926 MT. LEBANON|270 PENNSYLVANIA BLVD|TWO FAMILY|10|Full Basement|MULTI-FAMILY|4|B-|2|2|Average|1926|0|0|Brick|Central Heat|2|Shingle||
0141-R-00314-0000-00|926 MT. LEBANON|259 LEMOYNE AVE||||||||||||||||||
0141-R-00318-0000-00|926 MT. LEBANON|257 LEMOYNE AVE|TWO FAMILY|8|Full Basement|MULTI-FAMILY|4|C|2|2|Average|1926|0|0|Brick|Central Heat|2|Shingle||
0141-R-00321-0000-00|926 MT. LEBANON|253 LEMOYNE AVE|SINGLE FAMILY|5|Full Basement|OLD STYLE|3|C|2|1|Average|1920|1|0|Masonry & Frame|Central Heat|1|Shingle||
0141-R-00322-0000-00|926 MT. LEBANON|251 LEMOYNE AVE|SINGLE FAMILY|5|Full Basement||2|C|2|1|Average|1930|0|0|Masonry & Frame|Central Heat|1|Shingle||
0141-R-00323-0000-00|926 MT. LEBANON|249 LEMOYNE AVE|SINGLE FAMILY|5|Full Basement||2|C|2|1|Average|1930|0|0|Masonry & Frame|Central Heat|1|Shingle||
0141-R-00327-0000-00|926 MT. LEBANON|254 LEMOYNE AVE|SINGLE FAMILY|7|Full Basement|OLD STYLE|3|C+|2|1|Average|1907|1|1|Masonry & Frame|Central Heat|0|Shingle|Central Air|
0141-R-00330-0000-00|926 MT. LEBANON|256 LEMOYNE AVE|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1924|0|0|Brick|Central Heat|0|Shingle||
0141-R-00332-0000-00|926 MT. LEBANON|260 LEMOYNE AVE|SINGLE FAMILY|7|Full Basement|OLD STYLE|3|C|2|1|Average|1933|1|1|Brick|Central Heat|1|Shingle||
0141-R-00334-0000-00|926 MT. LEBANON|264 LEMOYNE AVE|SINGLE FAMILY|5|Full Basement|OLD STYLE|3|C+|2|1|Average|1925|0|0|Brick|Central Heat|0|Shingle||
0141-R-00336-0000-00|926 MT. LEBANON|270 LEMOYNE AVE|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1927|0|0|Masonry & Frame|Central Heat|0|Shingle||
0141-R-00338-0000-00|926 MT. LEBANON|272 LEMOYNE AVE|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1927|1|1|Brick|Central Heat|1|Shingle|Central Air|
0141-R-00340-0000-00|926 MT. LEBANON|274 LEMOYNE AVE|SINGLE FAMILY|5|Full Basement||2|C|2|1|Average|1930|0|0|Brick|Central Heat|0|Shingle||
0141-R-00341-0000-00|926 MT. LEBANON|276 LEMOYNE AVE|SINGLE FAMILY|5|Full Basement||2|C|2|1|Average|1926|0|0|Brick|Central Heat|0|Shingle||
0141-R-00342-0000-00|926 MT. LEBANON|280 LEMOYNE AVE|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|1|1|Average|1932|1|0|Brick|Central Heat|0|Slate|Central Air|
0141-R-00345-0000-00|926 MT. LEBANON|286 LEMOYNE AVE|TWO FAMILY|8|Full Basement|MULTI-FAMILY|4|C|2|2|Average|1928|0|0|Brick|Central Heat|2|Shingle||
0141-R-00348-0000-00|926 MT. LEBANON|290 LEMOYNE AVE|FOUR FAMILY|12|Full Basement|MULTI-FAMILY|8|C|2|4|Average|1937|0|0|Stone|Central Heat|0|Shingle||
0141-R-00350-0000-00|926 MT. LEBANON|294 LEMOYNE AVE|TWO FAMILY|8|Full Basement|MULTI-FAMILY|4|C+|2|2|Average|1929|0|1|Brick|Central Heat|0|Shingle||
0141-R-00352-0000-00|926 MT. LEBANON|274 PENNSYLVANIA BLVD|SINGLE FAMILY|8|Full Basement|OLD STYLE|4|C+|2|2|Average|1919|0|1|Masonry & Frame|Central Heat|0|Shingle||
0141-R-00358-0000-00|926 MT. LEBANON|106 POPLAR DR|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1921|0|1|Brick|Central Heat|0|Slate||
0141-R-00360-0000-00|926 MT. LEBANON|110 POPLAR DR|SINGLE FAMILY|6|Full Basement|COLONIAL|3|C|2|1|Average|1930|1|1|Brick|Central Heat|0|Shingle||
0141-R-00363-0000-00|926 MT. LEBANON|281 ASHLAND AVE|SINGLE FAMILY|7|Full Basement|COLONIAL|3|C|2|1|Average|1950|1|1|Brick|Central Heat|0|Shingle|Central Air|
0141-R-00365-0000-00|926 MT. LEBANON|279 ASHLAND AVE|SINGLE FAMILY|7|Full Basement|COLONIAL|4|C|2|2|Average|1929|0|1|Brick|Central Heat|0|Shingle||
0141-R-00367-0000-00|926 MT. LEBANON|275 ASHLAND AVE|SINGLE FAMILY|7|Full Basement|COLONIAL|4|C|2|1|Average|1928|1|1|Brick|Central Heat|0|Shingle||
0141-R-00369-0000-00|926 MT. LEBANON|271 ASHLAND AVE|SINGLE FAMILY|6|Full Basement|COLONIAL|3|C+|2|2|Good|1928|0|1|Brick|Central Heat|1|Shingle||
0141-R-00371-0000-00|926 MT. LEBANON|265 ASHLAND AVE|SINGLE FAMILY|5|Full Basement|OLD STYLE|2|C|2|1|Average|1930|0|0|Brick|Central Heat|0|Shingle||
0141-R-00373-0000-00|926 MT. LEBANON|261 ASHLAND AVE|SINGLE FAMILY|6|Full Basement|COLONIAL|3|C|2|1|Average|1944|1|1|Brick|Central Heat|1|Slate||
0141-R-00375-0000-00|926 MT. LEBANON|259 ASHLAND AVE|SINGLE FAMILY|6|Full Basement|COLONIAL|3|C+|2|2|Very Good|1930|0|1|Masonry & Frame|Central Heat|0|Shingle|Central Air|
0141-R-00378-0000-00|926 MT. LEBANON|260 ASHLAND AVE|SINGLE FAMILY|5|Full Basement|OLD STYLE|3|C|2|2|Average|1945|0|0|Frame|Central Heat|0|Shingle||
0141-R-00380-0000-00|926 MT. LEBANON|264 ASHLAND AVE|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1930|1|1|Brick|Central Heat|1|Shingle||
0141-R-00382-0000-00|926 MT. LEBANON|266 ASHLAND AVE|SINGLE FAMILY|7|Full Basement|OLD STYLE|3|C|2|1|Average|1937|1|0|Brick|Central Heat|1|Shingle||
0141-R-00400-0000-00||||||||||||||||||||
0141-S-00002-0000-00|926 MT. LEBANON|313 BIRCH AVE|SINGLE FAMILY|6|Full Basement|RANCH|3|C|1|1|Average|1948|0|1|Brick|Central Heat|1|Shingle||
0141-S-00010-0000-00|926 MT. LEBANON|333 BIRCH AVE|SINGLE FAMILY|6|Full Basement|COLONIAL|3|C|2|1|Average|1930|0|1|Brick|Central Heat|1|Slate|Central Air|
0141-S-00013-0000-00|926 MT. LEBANON|339 BIRCH AVE|SINGLE FAMILY|7|Part|CAPE COD|3|C|1|1|Average|1939|1|0|Brick|Central Heat|1|Slate|Central Air|
0141-S-00015-0000-00|926 MT. LEBANON|341 BIRCH AVE|SINGLE FAMILY|5|Full Basement|CAPE COD|3|C|1.5|2|Average|1938|1|1|Brick|Central Heat|0|Slate|Central Air|
0141-S-00017-0000-00|926 MT. LEBANON|345 BIRCH AVE|SINGLE FAMILY|6|Full Basement|COLONIAL|3|C+|2|1|Average|1942|0|1|Brick|Central Heat|1|Slate||
0141-S-00019-0000-00|926 MT. LEBANON|349 BIRCH AVE|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1925|1|1|Brick|Central Heat|1|Shingle||
0141-S-00021-0000-00|926 MT. LEBANON|353 BIRCH AVE|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1924|1|0|Brick|Central Heat|0|Shingle|Central Air|
0141-S-00023-0000-00|926 MT. LEBANON|357 BIRCH AVE|SINGLE FAMILY|8|Full Basement|OLD STYLE|4|C+|2|2|Average|1925|0|0|Brick|Central Heat|1|Shingle|Central Air|
0141-S-00030-0000-00|926 MT. LEBANON|301 PARKSIDE AVE|SINGLE FAMILY|7|Full Basement|OLD STYLE|2|C+|2|2|Average|1920|0|2|Brick|Central Heat|0|Slate||
0141-S-00032-0000-00|926 MT. LEBANON|309 PARKSIDE AVE|SINGLE FAMILY|7|Full Basement|RANCH|3|C|1|1|Average|1945|1|0|Brick|Central Heat|1|Shingle|Central Air|
0141-S-00034-0000-00|926 MT. LEBANON|311 PARKSIDE AVE|SINGLE FAMILY|7|Full Basement|COLONIAL|3|C|2|1|Average|1925|1|1|Brick|Central Heat|1|Slate||
0141-S-00036-0000-00|926 MT. LEBANON|315 PARKSIDE AVE|SINGLE FAMILY|8|Part|CAPE COD|4|C+|1.5|2|Average|1935|0|1|Brick|Central Heat|1|Slate|Central Air|
0141-S-00038-0000-00|926 MT. LEBANON|319 PARKSIDE AVE|SINGLE FAMILY|7|Full Basement|OLD STYLE|3|C+|2|2|Average|1928|0|0|Brick|Central Heat|1|||
0141-S-00040-0000-00|926 MT. LEBANON|321 PARKSIDE AVE|SINGLE FAMILY|7|Part|COLONIAL|3|C+|2|2|Average|1935|1|1|Brick|Central Heat|1|Shingle|Central Air|
0141-S-00042-0000-00|926 MT. LEBANON|325 PARKSIDE AVE|SINGLE FAMILY|6|Full Basement|COLONIAL|3|C+|2|2|Average|1923|0|1|Masonry & Frame|Central Heat|0|Shingle||
0141-S-00044-0000-00|926 MT. LEBANON|331 PARKSIDE AVE|SINGLE FAMILY|6|Full Basement|CAPE COD|3|C|1|1|Average|1945|1|1|Brick|Central Heat|1|Slate|Central Air|
0141-S-00046-0000-00|926 MT. LEBANON|335 PARKSIDE AVE|SINGLE FAMILY|6|Part|CAPE COD|2|C|1.5|1|Average|1948|1|1|Brick|Central Heat|1|Slate|Central Air|
0141-S-00048-0000-00|926 MT. LEBANON|339 PARKSIDE AVE|SINGLE FAMILY|5|Full Basement|CAPE COD|2|C|1.5|1|Average|1950|0|1|Brick|Central Heat|1|Shingle|Central Air|
0141-S-00056-0000-00|926 MT. LEBANON|346 QUESTEND AVE|SINGLE FAMILY|6|Full Basement|CAPE COD|3|C|1.5|1|Average|1928|1|1|Brick|Central Heat|1|Shingle||
0141-S-00058-0000-00|926 MT. LEBANON|340 QUESTEND AVE|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1926|0|0|Masonry & Frame|Central Heat|0|Shingle||
0141-S-00060-0000-00|926 MT. LEBANON|336 QUESTEND AVE|SINGLE FAMILY|6|Full Basement|COLONIAL|3|C|2|1|Average|1948|1|0|Brick|Central Heat|1|Shingle||
0141-S-00062-0000-00|926 MT. LEBANON|332 QUESTEND AVE|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1935|0|0|Brick|Central Heat|0|Shingle||
0141-S-00064-0000-00|926 MT. LEBANON|330 QUESTEND AVE|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1925|1|0|Brick|Central Heat|0|Shingle||
0141-S-00066-0000-00|926 MT. LEBANON|324 QUESTEND AVE|SINGLE FAMILY|6|Full Basement|COLONIAL|2|C|2|1|Average|1951|0|1|Masonry & Frame|Central Heat|1|Shingle|Central Air|
0141-S-00068-0000-00|926 MT. LEBANON|320 QUESTEND AVE|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1924|0|0|Masonry & Frame|Central Heat|0|Shingle||
0141-S-00070-0000-00|926 MT. LEBANON|316 QUESTEND AVE|SINGLE FAMILY|7|Full Basement|OLD STYLE|3|C|2|1|Average|1930|0|0|Brick|Central Heat|0|Shingle||
0141-S-00076-0000-00|926 MT. LEBANON|329 QUESTEND AVE|SINGLE FAMILY|5|Full Basement|CAPE COD|2|C|1|1|Average|1930|0|1|Brick|Central Heat|1|Shingle||
0141-S-00078-0000-00|926 MT. LEBANON|331 QUESTEND AVE|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1924|1|0|Masonry & Frame|Central Heat|0|Shingle|Central Air|
0141-S-00080-0000-00|926 MT. LEBANON|333 QUESTEND AVE|SINGLE FAMILY|6|Full Basement|OLD STYLE|2|C|2|1|Average|1930|0|0|Brick|Central Heat|1|Shingle||
0141-S-00082-0000-00|926 MT. LEBANON|339 QUESTEND AVE|SINGLE FAMILY|6|Full Basement|RANCH|3|C|1|1|Average|1953|1|1|Masonry & Frame|Central Heat|1|Shingle|Central Air|
0141-S-00084-0000-00|926 MT. LEBANON|341 QUESTEND AVE|SINGLE FAMILY|6|Full Basement|COLONIAL|3|C|2|1|Average|1954|1|1|Brick|Central Heat|1|Shingle||
0141-S-00086-0000-00|926 MT. LEBANON|345 QUESTEND AVE|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C+|1|2|Average|1924|0|1|Masonry & Frame|Central Heat|0|Shingle||
0141-S-00089-0000-00|926 MT. LEBANON|338 BROADMOOR AVE|SINGLE FAMILY|6|Full Basement|COLONIAL|2|C|2|1|Average|1946|1|0|Brick|Central Heat|0|Shingle|Central Air|
0141-S-00091-0000-00|926 MT. LEBANON|426 FRUITHURST DR|SINGLE FAMILY|6|Full Basement|COLONIAL|3|C|2|1|Average|1927|0|1|Brick|Central Heat|0|Shingle||
0141-S-00093-0000-00|926 MT. LEBANON|424 FRUITHURST DR|SINGLE FAMILY|7|Full Basement|OLD STYLE|3|C|2|1|Average|1925|0|1|Brick|Central Heat|0|Shingle|Central Air|
0141-S-00098-0000-00|926 MT. LEBANON|362 QUESTEND AVE|TWO FAMILY|6|Full Basement|MULTI-FAMILY|3|C+|2|1|Average|1926|0|0|Brick|Central Heat|1|Shingle||
0141-S-00104-0000-00|926 MT. LEBANON|422 FRUITHURST DR|SINGLE FAMILY|6|Full Basement|CAPE COD|3|C|1.5|1|Average|1924|1|0|Brick|Central Heat|0|Shingle||
0141-S-00106-0000-00|926 MT. LEBANON|418 FRUITHURST DR|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1925|0|1|Masonry & Frame|Central Heat|0|Shingle||
0141-S-00108-0000-00|926 MT. LEBANON|414 FRUITHURST DR|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1930|0|1|Brick|Central Heat|0|Shingle||
0141-S-00110-0000-00|926 MT. LEBANON|412 FRUITHURST DR|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1925|0|0|Brick|Central Heat|0|Shingle|Central Air|
0141-S-00112-0000-00|926 MT. LEBANON|404 FRUITHURST DR|SINGLE FAMILY|7|Full Basement|OLD STYLE|4|C+|2|1|Average|1925|1|1|Masonry & Frame|Central Heat|1|||
0141-S-00114-0000-00|926 MT. LEBANON|400 FRUITHURST DR|SINGLE FAMILY|7|Full Basement|OLD STYLE|3|C|2|1|Average|1924|1|0|Brick|Central Heat|0|Shingle||
0141-S-00120-0000-00|926 MT. LEBANON|359 PARKSIDE AVE|SINGLE FAMILY|7|Full Basement|BI-LEVEL|3|C+|1|2|Average|1975|1|1|Brick|Central Heat|2|Shingle|Central Air|
0141-S-00123-0000-00|926 MT. LEBANON|369 PARKSIDE AVE|SINGLE FAMILY|7|Full Basement|CAPE COD|3|C+|1.5|1|Average|1945|1|1|Brick|Central Heat|1|Shingle||
0141-S-00127-0000-00|926 MT. LEBANON|407 ANAWANDA AVE|SINGLE FAMILY|5|Full Basement||2|C|2|1|Average|1946|0|0|Brick|Central Heat|2|Slate||
0141-S-00128-0000-00|926 MT. LEBANON|409 ANAWANDA AVE|TOWNHOUSE|5|Full Basement||2|C|2|1|Average|1946|0|0|Brick|Central Heat|1|Slate||
0141-S-00138-0000-00|926 MT. LEBANON|403 -405 ANAWANDA AVE|TWO FAMILY|12|Full Basement|MULTI-FAMILY|6|C|2|2|Average|1946|0|0|Brick|Central Heat|2|Slate||
0141-S-00141-0000-00|926 MT. LEBANON|399 -401 ANAWANDA AVE|TWO FAMILY|9|Full Basement|MULTI-FAMILY|4|C|2|2|Average|1946|0|0|Brick|Central Heat|2|Shingle||
0141-S-00144-0000-00|926 MT. LEBANON|391 -395 ANAWANDA AVE|TWO FAMILY|6|Full Basement|MULTI-FAMILY|3|C|2|2|Average|1948|0|0|Brick|Central Heat|2|Slate||
0141-S-00150-0000-00|926 MT. LEBANON|6 -7 CRAIG CT|TWO FAMILY|9|Full Basement|MULTI-FAMILY|4|C|2|2|Average|1945|0|0|Brick|Central Heat|2|Slate||
0141-S-00152-0000-00|926 MT. LEBANON|4 -5 CRAIG CT|TWO FAMILY|12|Full Basement|MULTI-FAMILY|6|C|2|2|Average|1946|0|0|Brick|Central Heat|2|Shingle||
0141-S-00154-0000-00|926 MT. LEBANON|2 -3 CRAIG CT|TWO FAMILY|10|Full Basement|MULTI-FAMILY|4|C|2|2|Average|1946|0|0|Brick|Central Heat|0|Slate|Central Air|
0141-S-00162-0000-00|926 MT. LEBANON|370 PARKSIDE AVE|SINGLE FAMILY|6|Full Basement|TUDOR|3|C|2|1|Average|1948|1|1|Brick|Central Heat|1|Slate||
0141-S-00164-0000-00|926 MT. LEBANON|356 PARKSIDE AVE|SINGLE FAMILY|8|Full Basement|COLONIAL|3|C+|2|2|Average|1948|1|1|Masonry & Frame|Central Heat|2|Shingle|Central Air|
0141-S-00166-0000-00|926 MT. LEBANON|350 PARKSIDE AVE|SINGLE FAMILY|6|Full Basement|COLONIAL|3|C|2|2|Average|1946|1|1|Brick|Central Heat|0|Slate||
0141-S-00168-0000-00|926 MT. LEBANON|346 PARKSIDE AVE|SINGLE FAMILY|7|Full Basement|COLONIAL|3|C|2|1|Average|1948|1|1|Brick|Central Heat|0|Slate|Central Air|
0141-S-00170-0000-00|926 MT. LEBANON|342 PARKSIDE AVE|SINGLE FAMILY|6|Full Basement|COLONIAL|3|C|2|1|Average|1959|1|1|Brick|Central Heat|1|Slate|Central Air|
0141-S-00172-0000-00|926 MT. LEBANON|340 PARKSIDE AVE|SINGLE FAMILY|6|Full Basement|CAPE COD|3|C|1|1|Average|1940|1|1|Stone|Central Heat|0|Slate|Central Air|
0141-S-00174-0000-00|926 MT. LEBANON|334 PARKSIDE AVE|SINGLE FAMILY|7|Full Basement|COLONIAL|3|C+|2|1|Average|1955|1|1|Brick|Central Heat|0|Slate|Central Air|
0141-S-00176-0000-00|926 MT. LEBANON|330 PARKSIDE AVE|SINGLE FAMILY|6|Full Basement|COLONIAL|3|C+|2|1|Average|1940|1|1|Brick|Central Heat|0|Slate|Central Air|
0141-S-00178-0000-00|926 MT. LEBANON|326 PARKSIDE AVE|SINGLE FAMILY|8|Full Basement|COLONIAL|4|C+|2|1|Average|1950|1|1|Brick|Central Heat|0|Shingle|Central Air|
0141-S-00192-0000-00||||||||||||||||||||
